timestamp,heart_rates
00:00,51
00:02,51
00:04,53
00:06,53
00:08,53
00:10,54
00:12,52
00:14,53
00:16,53
00:18,52
00:20,53
00:22,52
00:24,52
00:26,53
00:28,53
00:30,53
00:32,52
00:34,53
00:36,52
00:38,52
00:40,51
00:42,63
00:44,60
00:46,53
00:48,47
00:50,49
00:52,66
00:54,55
00:56,47
00:58,48
01:00,49
01:02,47
01:04,48
01:06,49
01:08,48
01:10,48
01:12,49
01:14,49
01:16,48
01:18,49
01:20,50
01:22,59
01:24,47
01:26,46
01:28,46
01:30,47
01:32,47
01:34,46
01:36,47
01:38,48
01:40,48
01:42,48
01:44,47
01:46,47
01:48,47
01:50,55
01:52,48
01:54,46
01:56,46
01:58,45
02:00,46
02:02,47
02:04,51
02:06,46
02:08,53
02:10,52
02:12,49
02:14,62
02:16,45
02:18,45
02:20,46
02:22,46
02:24,45
02:26,45
02:28,44
02:30,46
02:32,44
02:34,44
02:36,43
02:38,46
02:40,46
02:42,45
02:44,47
02:46,45
02:48,46
02:50,49
02:52,46
02:54,47
02:56,46
02:58,47
03:00,46
03:02,46
03:04,46
03:06,47
03:08,47
03:10,46
03:12,47
03:14,47
03:16,48
03:18,47
03:20,47
03:22,49
03:24,60
03:26,47
03:28,47
03:30,48
03:32,46
03:34,47
03:36,47
03:38,45
03:40,47
03:42,45
03:44,49
03:46,47
03:48,43
03:50,43
03:52,43
03:54,45
03:56,45
03:58,43
04:00,43
04:02,44
04:04,45
04:06,44
04:08,49
04:10,43
04:12,47
04:14,44
04:16,47
04:18,45
04:20,43
04:22,47
04:24,44
04:26,42
04:28,43
04:30,50
04:32,46
04:34,46
04:36,44
04:38,45
04:40,43
04:42,44
04:44,44
04:46,43
04:48,44
04:50,46
04:52,48
04:54,44
04:56,47
04:58,47
05:00,45
05:02,44
05:04,45
05:06,47
05:08,46
05:10,47
05:12,47
05:14,46
05:16,49
05:18,45
05:20,45
05:22,46
05:24,45
05:26,46
05:28,46
05:30,45
05:32,47
05:34,47
05:36,47
05:38,47
05:40,47
05:42,55
05:44,47
05:46,51
05:48,50
05:50,53
05:52,55
05:54,48
05:56,46
05:58,45
06:00,44
06:02,48
06:04,45
06:06,47
06:08,47
06:10,48
06:12,48
06:14,45
06:16,47
06:18,55
06:20,46
06:22,53
06:24,45
06:26,45
06:28,45
06:30,52
06:32,47
06:34,47
06:36,46
06:38,57
06:40,49
06:42,50
06:44,47
